Ident,Lat,Lon,Alt
1XS3,29.68411388,-99.28615223,445
8IL1,42.40835194,-88.65287723,274
AZ63,32.52777777,-111.19583334,698
A63,59.07562166,-160.27304362,25
0MI8,44.90001055,-84.30001223,389
S17,33.64583200,-81.86694300,165
2OK2,35.32923305,-97.26975223,365
8A7,35.91491305,-80.45681611,249
8B2,44.26395250,-71.54758112,445
NC69,34.87100361,-78.47417195,38
N75,40.30844055,-74.75793917,70
90NY,42.16672361,-79.54977000,530
VA63,37.67957833,-79.42031362,219
VA25,36.76430750,-78.36055306,143
T94,29.57300555,-98.46307250,268
2M6,34.93342888,-90.16676056,64
2S0,48.35042277,-120.09396834,487
3B5,44.18895275,-70.23285625,109
WY59,41.93173193,-105.09013549,1558
ME79,45.30560583,-69.34671473,104
1TA5,32.94176944,-103.00049417,1105
FYTF,-20.54445000,14.36115000,549
1KY8,39.08194444,-84.75694445,258
MD83,38.52083333,-77.06805556,52
YTYA,-38.26604568,145.17732576,27
YTYH,-28.59491232,153.55087174,5
1AUS,-28.60017600,153.54206800,6
1VA3,37.65819722,-78.94557778,198
30KS,37.13224972,-97.07337167,366
09R,30.77520000,-94.45853450,118
63Y,44.29163277,-96.15031139,531
KTYR,32.35427117,-95.40245267,166
LG54,35.06367900,24.76741850,2
KPAM,30.06952750,-85.57552500,5
TYE,61.07666250,-151.13807028,34
UEMH,62.78946150,136.85649109,277
TA81,29.79382200,-100.87926400,457
MI67,43.28918888,-85.78115723,247
FATZ,-23.82441500,30.32930600,583
3AZ2,33.08032888,-111.98347417,360
TA80,33.89315722,-96.92806167,226
VTV1,14.42151300,99.75022100,48
SWAE,3.54500000,-63.18222222,330
SWUK,1.21638889,-69.20055556,76
SNUU,-9.83500000,-39.49444444,407
SNUB,-21.12097900,-42.88191950,340
SNCT,-19.72529200,-42.11205400,630
HL51,26.56749150,12.82312650,423
SJNB,4.50166667,-60.80222222,364
SDUB,-23.44097250,-45.07555600,4
ORUB,32.48210350,45.75704975,21
SBUR,-19.76500000,-47.96477750,809
VTT6,15.25694390,104.84385284,128
VTUU,15.25127650,104.87023050,124
WAJU,-3.67564975,140.88376649,313
YUCH,-17.67234128,134.24134627,233
SPIZ,-8.46666720,-76.34972380,599
UT1L,42.08310850,63.44927900,127
VAUD,24.61769750,73.89610150,513
OKDI,29.69762400,47.43598050,131
LDZU,44.55760550,15.77435400,750
ESGA,58.17721900,11.97360400,129
ESGU,58.36777100,11.77527700,37
OEUD,25.15104200,49.32875000,231
VIUX,32.90218750,75.15622350,630
LIPD,46.03139900,13.18690300,93
VTT7,17.38187726,102.84311950,180
VTUD,17.38643600,102.78824700,176
EDVU,52.98315810,10.46532920,75
EDHE,53.64658700,9.70319000,7
UWUU,54.55959550,55.89049730,137
FY4Z,-21.20000000,13.68335000,30
UGB,57.42535805,-157.73986556,40
9A8,57.52786750,-157.39930556,8
PAKU,70.33081861,-149.59755473,20
UHMA,64.73495000,177.74148350,59
SNDL,-22.52527777,-52.97305556,325
FY50,-23.75000000,17.95005000,1280
CO70,40.46053611,-104.64551778,1437
FY51,-19.61670000,16.83335000,1311
FNUG,-7.60306500,15.02782050,829
SWUP,-14.01666740,-59.36694340,480
FYUS,-21.22065000,14.86900000,823
FYKY,-25.11670000,16.26665000,1263
WAAA,-5.06163050,119.55404300,14
UH01,57.92833300,162.02166700,3
KUKI,39.12595700,-123.20085600,187
WT53,-0.67657300,111.52605000,108
XIUW,51.85071800,107.73937900,515
AGAR,-9.86060745,161.97970975,12
YULC,-22.02952839,145.97415209,287
TT02,10.02022350,139.78997100,2
0TS4,30.09188555,-96.79497806,125
LE96,39.22608500,-0.36674400,8
LE95,39.22053600,-0.36862400,8
LE98,38.79051400,-0.39958200,320
LE99,38.91873700,-0.35507900,250
LE97,38.88601400,-0.37231500,300
FQUG,-14.70461800,34.35237100,1300
LSMC,46.50016900,8.29618200,1345
RKPU,35.59348350,129.35173900,14
3MO2,38.69087944,-91.34099139,153
MY62,46.66524000,-94.34332778,387
SSUL,-25.47694445,-49.15416667,980
7TN0,36.43555555,-87.09138889,215
NK89,42.29174055,-77.05802362,366
0TS2,32.94873638,-97.32890612,250
67NY,42.29311833,-78.79003306,567
CYHI,70.76305400,-117.80583200,36
KULS,37.60340650,-101.37353350,935
S41,45.79985472,-119.40113056,182
X23,28.92276500,-81.65174112,33
YUBK,-13.87306141,136.78840362,23
YUMB,-25.74603478,133.70012841,454
YUBT,-30.23423277,139.10565524,530
SBBZ,-22.77096700,-41.96326650,3
ESNU,63.79081400,20.28478600,7
PAUM,69.37109611,-152.13566110,81
VTV2,16.02590934,98.86144255,479
9W1,36.58931833,-76.63800834,23
OR16,45.05736083,-117.96771667,1040
58OR,43.30972222,-123.12694445,213
57OR,43.34000000,-123.45111112,116
SSUM,-23.79865000,-53.31375550,475
YUMU,-26.48698317,132.04003539,584
SNUN,-16.35647400,-46.92771250,609
PAUN,63.88658975,-160.79693050,21
PADU,53.89906950,-166.54506400,7
IS80,41.91780666,-88.78925445,268
YUDA,-18.19090394,144.61101641,747
6MN8,44.15274083,-93.27243556,349
YUDL,-19.62211204,138.63327713,257
7NA2,48.68779861,-101.35043778,480
XX00,64.55359100,-160.78756780,30
0OI2,39.35978583,-83.41769362,287
SSUV,-26.23335150,-51.06782900,752
SWBG,-15.19333334,-59.38527778,247
GA48,30.94217805,-81.53176500,6
KMRT,40.22468050,-83.35160400,311
35A,34.68695300,-81.64116650,186
TVSU,12.59832800,-61.41500098,5
31M,32.58069361,-89.13617028,156
F87,32.72483450,-92.33716250,37
CKE8,52.44504018,-109.18427334,637
29U,44.45127222,-118.18660167,1212
SC76,34.80265000,-80.68006639,195
KCMI,40.03863262,-88.27799663,230
KEDU,38.53146000,-121.78647800,21
41G,42.84031111,-84.47914501,261
KOUN,35.24539232,-97.47210266,360
KUOX,34.38433150,-89.53679450,138
KUNV,40.84851600,-77.84982800,378
1MA5,42.27898333,-71.54784251,132
WXY5,-3.15955017,137.09940235,116
WXX2,-4.37312200,140.69696500,340
WXX3,-4.49219500,140.65719600,1020
WXY8,-2.78442200,137.31098984,166
WXY9,-2.97392315,137.22335937,128
WXZ0,-1.74934400,132.97790700,88
WXX4,-4.79428700,140.69434201,2271
WXZ1,-2.99927900,140.03905900,242
WXX0,-3.98034100,139.40364899,1374
5TS1,28.20583650,-99.13447200,116
0II1,40.42809333,-86.15332556,249
EGPW,60.74681268,-0.85400621,19
ED05,47.73019700,12.43917600,555
SVUQ,-5.23305610,-61.76666640,860
MRUP,10.89218450,-85.01615550,56
SVUP,7.97910550,-62.32878600,322
EGDJ,51.28676117,-1.78190619,166
BGUK,72.79007720,-56.13027570,126
PS67,40.10618388,-80.43090000,415
UPR,-8.54167500,142.65132100,12
FAUP,-28.40167333,21.26119067,851
PHUP,20.26520575,-155.85997623,29
AU16,-27.10202080,152.89376122,28
KSRB,36.05591900,-85.53072350,312
4Z2,65.90485805,-163.32909251,396
YUPH,-30.08180176,150.64718524,679
U72,44.59157805,-114.82314334,1676
HI29,19.22776619,-155.50603748,795
HI27,20.02821074,-155.38837066,463
2VG2,38.97111250,-77.86916800,168
ESCM,59.89871825,17.58995050,21
ESKC,59.92399090,17.53528343,19
W22,39.00059400,-80.27495150,498
E48,31.12393517,-102.22486067,742
83V,44.09125423,-104.64212194,1308
UARR,51.15088050,51.54145850,38
YUDG,-21.59469620,138.36558679,189
CYBE,59.56138200,-108.48139200,318
YUPG,-14.70520199,134.56256029,16
SJNC,3.14611111,-62.23027778,242
8OH5,41.38200027,-80.71230167,319
WI13,45.11914916,-87.78149528,195
SNUD,-3.41694400,-43.40083310,60
LIRU,41.95237624,12.50225003,17
SA1O,-32.69944444,-58.90055555,66
WT54,-2.96766700,139.56770300,273
UTNU,41.58309300,60.64335000,98
SVUM,5.33305600,-62.76666640,349
YURL,-22.45719386,137.72117949,195
OITR,37.66812050,45.06870550,1324
9TA2,35.92893050,-100.30707500,713
EBUL,51.14413350,3.47436350,29
AGAT,-8.87314651,161.01123792,7
SWWU,-14.54520450,-49.09105550,512
SNWZ,-9.48500000,-35.95888889,92
SBUP,-20.77708750,-51.56476250,356
SWWK,-2.52889050,-57.75582050,30
SBUY,-4.88333333,-65.35638889,64
KAFF,38.97298612,-104.82312488,2003
CO90,38.75750000,-104.30805000,1840
LTBO,38.68147750,29.47167500,883
FYUK,-21.98750000,15.60775000,900
YUSL,-26.15790382,113.39455475,16
SAWO,-54.82269600,-68.30426250,6
SAWH,-54.84331011,-68.29489674,28
SBIP,-19.47070850,-42.48758350,239
SDTN,-21.12194444,-47.95222222,600
SDGU,-21.40444444,-48.30333333,645
SWYO,-21.48694444,-51.02555556,407
SWAC,-16.43805555,-51.38472221,485
SDUU,-21.91111111,-50.86833333,450
SDDV,-21.12892335,-48.84533701,567
SDGB,-20.27694444,-48.18194444,606
SNUZ,-10.09333333,-36.18777778,64
SJIQ,-19.52333333,-50.65555556,422
SNHJ,-21.09500000,-49.91472222,428
SSVO,-20.87166668,-50.12694443,438
SNUS,-19.94083334,-47.77833333,640
SJUD,-21.99027778,-55.11305556,433
SJCE,-21.85222221,-54.01888890,515
SSTY,-25.56250000,-53.17694444,500
SSUX,-20.48222222,-48.37277778,487
SJWA,-21.34527779,-55.43333333,460
SJWD,-21.50722222,-54.71583333,300
SJDE,-22.52556400,-52.97220000,325
SNUP,-9.80277778,-36.22250000,123
SDUD,-21.33224900,-48.31624850,607
SJXC,-16.18305556,-39.35805555,125
SB02,-16.18467500,-39.35822100,125
SJQV,-21.50916667,-48.19722222,603
SDUL,-21.20166667,-47.92055556,692
SDSQ,-21.72361111,-47.65694444,630
SDWE,-21.28416667,-48.16277777,585
SDUZ,-22.94833333,-49.76611112,326
SDTY,-21.33977200,-48.11492050,522
SWZM,-18.98650000,-50.56358350,523
SIXX,-9.65833333,-54.95444444,353
LFCU,45.53576800,2.42456996,735
UHPK,56.23833100,162.68833900,61
UASK,50.03415350,82.49941225,286
UHPA,60.56219900,169.11288500,3
UITT,56.85781950,105.72972241,667
UEBT,70.01123750,135.64705122,80
UEMU,60.35684150,134.43605687,168
UEMT,64.54962801,143.11124817,530
UIIO,52.82805850,104.73110789,540
LKUL,50.69988079,13.96883584,240
LKUO,49.97856465,16.42634140,409
E97,35.35644000,-103.43745806,1162
HE27,29.55519200,25.58896700,140
SNUT,-12.10554600,-41.07450800,606
03N,11.23333300,169.85000000,1
VEUK,20.09740950,83.18379600,207
YUTP,-22.05262709,134.79095612,461
5TX9,29.58356138,-99.52615889,402
YUTS,-22.23281972,134.58004888,495
RJTU,36.51453750,139.87093650,102
VTPU,17.67361300,100.23471800,81
VIUT,25.81299450,71.48228750,152
EFUT,60.89639300,26.93835450,103
SV73,8.67031950,-62.62535400,91
SDZC,2.70805556,-62.66888889,75
URML,42.81658200,47.65193000,4
LFNU,44.08225000,4.39395400,270
UKLU,48.63427750,22.26335550,117
LB14,41.97637500,25.58981650,49
NA11,47.09028666,-102.45434917,655
EFVL,64.50170000,26.76360000,139
EFVA,63.05065000,21.76217350,6
SSVC,-28.50944330,-50.91805650,979
VABO,22.33616400,73.22629050,39
ENVD,70.06522400,29.84403400,38
ENVA,63.45760450,10.91798045,17
KFCT,46.66694450,-120.45430550,418
EKVG,62.06358450,-7.27704350,85
A08,32.51236100,-87.38555550,69
2II0,40.41781555,-86.13388056,262
CD82,37.33777916,-107.85201084,1996
CYVO,48.05328600,-77.78265950,337
SBBE,-1.38077625,-48.47618900,16
LFRW,48.66177250,-1.40481500,7
C12,41.74583166,-92.40935139,250
LILV,45.72000120,9.59388920,230
SD14,43.73332361,-100.39763389,515
SA1P,-40.68166667,-66.17722222,192
CSQ3,45.48097100,-72.31041650,226
PAVD,61.13395000,-146.24834000,36
SWVN,-13.63277778,-59.79583333,618
KVLD,30.78235317,-83.27690800,62
SJVS,-18.70305555,-49.68694444,530
SJZB,-10.68944444,-58.64972222,268
SSFH,-19.78222222,-47.81194444,743
CAH4,52.85319550,-119.33430400,797
SNVB,-13.29646250,-38.99242950,6
SDVL,-22.24277779,-43.71361110,580
LFLU,44.92159350,4.96990000,160
LEVC,39.48823624,-0.48389158,69
ID61,48.29657555,-117.01520389,739
SNVV,-11.41111111,-39.44333333,403
NY59,43.38729166,-75.48628806,372
NVSV,-16.79633778,168.17727118,11
IN91,41.00227027,-84.99191167,247
84C,42.76251777,-88.04258445,245
7S7,48.29998150,-112.24984300,1164
X59,27.96326375,-80.56361275,8
LEVD,41.70826975,-4.85527850,846
40G,35.65056500,-112.14809150,1828
ENVE,59.03160400,7.55499800,235
SVVP,9.22201350,-65.99358300,125
MMLM,25.68518050,-109.08070150,5
SLVG,-18.47027780,-64.09889220,1997
SCLL,-28.59640300,-70.75599750,526
ES01,59.53949000,18.03508600,9
3OK0,34.70500000,-96.57666667,238
78OH,41.25699777,-81.97069473,259
CT29,42.01370694,-72.47286251,67
AU84,-41.80141784,147.28899299,162
KHRL,26.22692717,-97.65457783,11
9F1,31.62099583,-97.42945862,229
YVLG,-18.67379976,145.09425364,487
WV29,39.57980611,-79.64977250,610
NV00,36.25551666,-115.99252778,835
VA87,38.69178444,-77.55110001,73
NK23,42.92145861,-75.41406084,427
5S9,45.30819450,-122.31888900,224
6CA5,34.33722444,-116.57974334,1027
9I7,39.23756555,-83.26074362,219
EL5,55.03236100,-117.29569600,742
LE07,41.24960797,1.24133966,230
EK01,55.83343941,8.55282204,39
LFNV,44.33694500,4.90805600,144
7LA0,30.52510916,-91.53199917,15
LTCI,38.46822100,43.33230000,1670
6NE0,40.78714065,-101.16570272,945
1II5,41.24726416,-86.50306501,223
WN20,47.87232194,-121.92290167,18
WN03,43.67860722,-87.72564139,190
66Q,38.86656444,-121.48440112,15
13TS,27.45530694,-98.92641250,253
04IS,40.17864472,-88.56895250,222
2MN6,44.04718583,-92.09294000,335
KVNY,34.21072300,-118.48984100,244
SN05,39.83223027,-99.56871806,675
26MI,42.92392000,-85.37807306,190
0CO9,37.65833444,-106.03391334,2320
71Q,38.46907583,-121.07522195,53
CA50,38.95157333,-120.29963695,2113
KVNW,40.86373200,-84.60557200,239
KEND,36.33979930,-97.91654500,398
KLMO,40.16325500,-105.16489250,1540
CYVR,49.19233125,-123.18799300,4
MU71,39.34749944,-94.85801778,311
KVLA,38.99134450,-89.16605700,164
EKVA,55.69707325,9.19344482,73
KVDF,28.01312625,-82.34602925,7
KVBG,34.73732800,-120.58429311,112
SD74,45.99554972,-100.37623528,596
CA73,39.09569300,-121.71625000,13
AU4,54.04259550,-124.01441317,678
41NE,42.15556138,-98.50035751,607
SKVV,4.16787500,-73.61375950,425
AYVN,-2.69259975,141.30280975,3
44KS,37.61029472,-97.16254112,411
LFRV,47.72326400,-2.71851300,134
YVRS,-16.96147869,141.95216022,43
NY36,42.70284805,-76.42465806,229
9N1,40.48426972,-75.09961612,119
WA68,46.93540944,-119.98727445,177
NVSC,-13.85272185,167.53724609,12
JY08,39.65011388,-75.28407639,41
VIBN,25.45236650,82.85948900,81
LDVA,46.29472050,16.38125000,167
ESGV,57.12471770,12.22835060,1
EK49,55.60800193,8.44100967,10
13R,30.65603194,-96.53830139,73
EFVR,62.17331100,27.86601000,87
BIVH,65.55880584,-19.43270500,8
LBWN,43.23204150,27.82523600,70
OI07,40.82797333,-81.97972889,338
EDWU,52.90830800,8.04256600,39
SNVZ,-17.64472200,-44.71055600,523
YVSH,-11.14316434,131.98216312,3
2S1,47.45815333,-122.47735056,97
NY60,44.76254055,-73.55930417,177
4P4,43.34335666,-83.53523389,206
ESOW,59.58982900,16.63386250,6
ESSX,59.57583200,16.50305900,8
ESSW,57.78000640,16.52360730,39
NFVL,-18.51227900,177.63854959,5
TA89,31.52377500,-98.80032500,399
WN13,47.46370777,-122.56902139,73
YVNS,-22.34175936,130.86509179,615
AL69,30.50852861,-87.49164750,9
LFAU,49.62428400,-1.82958767,139
EN6,50.03329800,-112.08329800,786
NFTV,-18.58548950,-173.96283723,72
VC13,8.74139450,80.49736500,91
ESMX,56.92914450,14.72799300,186
SIJK,-17.95500000,-46.86166667,749
UG27,41.62804150,45.03075000,445
SA1Q,-34.46611111,-61.50083333,89
EV3,53.51430700,-112.02735950,632
FB86,-23.36665000,27.46665000,767
SA21,-37.80978600,-67.65933750,347
SA1R,-35.44638889,-60.08861111,50
9PN7,41.81813027,-76.41271723,415
EK78,55.02571944,11.34795603,2
SKVL,5.93904450,-74.45696700,173
OH73,39.65839388,-83.67520028,331
OP21,30.09142050,72.15375800,131
LFPV,48.77436550,2.20160550,178
LKVP,50.46770931,16.20483747,404
ESTT,55.39121700,13.02199100,4
MN95,46.51107027,-96.19200473,422
SA32,-33.68178750,-61.95641100,112
SA1S,-33.69388889,-62.06250000,112
SA1T,-33.77916667,-61.97750000,110
SSWA,-29.61277770,-52.21694560,68
KFKL,41.37806421,-79.86033426,469
LFIV,45.37977604,-1.11720150,5
LILN,45.74218650,8.88823200,320
SV01,10.24261250,-70.50163050,544
OR52,44.47345500,-123.30259945,75
FAVM,-22.44807600,29.33774800,711
PAVE,67.02269444,-146.41377528,168
LIPV,45.42838670,12.38799978,4
LIPZ,45.50479075,12.34969127,2
KVNC,27.07161950,-82.44033125,5
OI39,40.10673472,-82.13208584,232
SPNP,-15.80000020,-70.04972080,3999
NC66,36.13126722,-77.29579945,9
EVVA,57.35780000,21.54416550,6
OK27,35.43564583,-94.47493806,137
75TS,32.41638888,-97.09194445,203
SA1U,-29.46805555,-60.22472223,33
SDVE,-22.23015400,-49.81724350,640
SJXS,-16.87111100,-39.36388900,132
SSVN,-28.93472500,-51.56805400,650
LILI,45.31055600,8.41777800,127
EDWV,52.96666660,9.28527750,44
LFGW,49.12238450,5.46902800,375
FAVV,-26.56822900,27.96037700,1477
UENI,63.45827900,120.26390928,115
36OI,41.07310555,-84.21272334,222
UEBW,67.54331350,133.39947850,145
7C9,41.41055388,-92.88158584,265
CYVG,53.35597250,-110.82333450,617
KDNV,40.19973250,-87.59527117,212
WS60,44.93385500,-90.83097167,356
KVEL,40.44156025,-109.50977575,1609
CYVK,50.24805550,-119.33055550,347
NA22,46.01250222,-103.79631362,945
05S,45.85150027,-123.24150528,197
KVRB,27.65606529,-80.41734897,7
W19,42.98333111,-89.51678806,293
LIPN,45.47201700,10.92791800,87
SA1V,-35.39944445,-57.36722222,17
EBTX,50.55250500,5.85500000,335
LFQW,47.63860000,6.20425850,381
CA59,38.79156722,-121.58440334,7
EK50,55.24852339,10.04819751,72
BIVM,63.42470456,-20.27727529,99
73WI,45.24051722,-91.50877334,329
9Q3,38.23047166,-121.22216862,24
37OR,45.09318666,-118.39883889,1267
LIBJ,38.64083300,16.04694400,520
EKVB,56.41017600,9.40981600,24
MO84,37.71652800,-91.13319450,388
PS15,40.54756861,-78.39168084,421
SPVI,-10.84555630,-76.24527740,4102
SSWD,-27.19333270,-53.23638920,349
SNYZ,-4.84305555,-38.14444444,35
SUVO,-31.76666640,-54.61666870,149
LFLV,46.16968900,3.40373750,249
OK77,36.14170861,-99.30316112,691
FB87,-21.63000000,21.38170000,1052
KVKS,32.23915150,-90.92820700,32
KTVR,32.35160700,-91.02768900,26
SNVC,-20.74472221,-42.84194445,659
SCSF,-32.74472050,-70.70417020,658
SCTO,-38.24555550,-72.34861154,350
SA1W,-32.56611111,-60.20055556,23
FVFA,-18.09588050,25.83900450,1064
CYYJ,48.64733150,-123.42654733,19
KVCT,28.85189862,-96.91740837,35
YVRD,-16.40214910,131.00462081,88
YVVA,-37.18264346,142.34086845,222
CSR3,46.11277800,-71.92888850,148
SA1X,-36.23750000,-65.45055555,311
0OI6,41.83811000,-80.64368945,262
0AK6,61.80337444,-147.94415334,549
SA1Y,-33.94027777,-64.36972222,227
KVDI,32.19286050,-82.37121525,84
SSVI,-26.99973900,-51.14193500,840
LB40,44.02235800,22.81611150,61
ESPE,65.87532200,20.14991250,182
8MN5,45.20829944,-93.13355667,274
LFHH,45.46416700,4.82842800,219
VLVT,17.98834272,102.56322167,564
LFFV,47.19472200,2.06666700,131
WS67,46.79993388,-91.20851834,242
1SD4,44.86665444,-102.41710862,778
SD72,44.84998833,-102.58377667,792
RPUQ,17.55532900,120.35579700,5
LEVX,42.23189439,-8.62677400,261
1TA2,34.65005916,-101.50045001,1031
EFVI,63.12220000,25.81940000,110
VOBZ,16.53043300,80.79684750,25
BIVI,63.42168106,-18.88750414,30
41W,35.00961055,-79.26003334,90
EE8,53.09999800,-111.86669900,689
SWVB,-15.01527790,-59.96694560,270
SIBC,-21.87777778,-41.29472222,8
FQ49,-21.16625000,34.56416700,30
SJVP,-0.79916667,-60.08388889,267
LPVR,41.27433350,-7.72045850,550
SWVC,-9.97916700,-51.14194490,271
FQVL,-22.01778600,35.31346500,14
ESNV,64.57908200,16.83357500,347
SBVH,-12.69437350,-60.09826950,615
SA4Z,-27.59472200,-60.68249985,75
SA1Z,-33.98333333,-61.53333333,103
SA2A,-33.26472222,-60.28416667,25
SA2B,-31.58055556,-63.53888889,253
SAOD,-31.94606025,-65.14747725,584
SKVG,0.97876550,-76.60555850,380
SA2C,-31.96444444,-64.56444444,840
SAZV,-37.23540800,-57.02924050,10
SA2D,-32.38833333,-63.25805555,205
SA2E,-34.00138889,-65.36694445,436
SA03,-28.62008200,-61.60376250,75
SA2F,-33.29944444,-61.83416666,78
SA2G,-28.48333333,-59.33333333,49
SCQY,-38.44985150,-71.35482350,970
SA59,-39.07466050,-67.08142297,285
SAOR,-33.72851325,-65.37692625,485
SA2H,-32.18277778,-64.46750000,666
LIPX,45.39694200,10.89041800,73
0TN2,35.65591222,-84.18546973,280
SAAU,-31.84083333,-59.09722222,40
SA2I,-31.79944444,-59.03388889,61
SA2J,-31.69944444,-59.40055555,55
LFCV,44.37000000,2.02805600,334
LFHV,45.91863975,4.63535775,328
LFCW,44.39805600,0.76027750,58
LFAW,49.41138900,5.89055600,396
9IL0,41.09448055,-89.38620028,152
19K,38.76667527,-94.58773251,343
EYVI,54.63416650,25.28579609,197
MUCL,21.61645150,-81.54600000,3
AR25,35.11869638,-92.18931612,180
ETOI,49.63347200,11.76736100,412
EDMV,48.63516650,13.19566700,302
UENW,63.75717350,121.69154837,110
SCVM,-32.94961100,-71.47858350,141
64C,42.51835138,-88.30037001,268
SMPA,-3.34999990,-55.45000080,170
8X7,27.23893555,-81.38590612,35
MT80,48.04307277,-105.60888834,632
70KY,37.81590055,-85.96468528,207
28N,39.53761555,-74.96628278,37
OR95,45.04983944,-123.23454695,58
FY52,-20.39420000,15.43075000,978
VVVH,18.73756800,105.67076400,7
ND68,46.95580805,-97.30120000,299
H04,36.63246950,-95.15140300,212
K64,38.83750555,-95.18219334,271
ENSU,62.65683850,8.68122450,60
LFNF,43.73829698,5.78468613,275
TN17,35.58229638,-84.48798500,302
3GA9,33.13345555,-84.37742278,266
22I,39.32812250,-82.44181800,292
KVTI,42.21948675,-92.02630000,258
YVVL,-14.73322558,143.58784630,63
RPUV,13.57643850,124.20567100,37
SNVL,-16.77388950,-42.38750080,754
KBFR,38.83965900,-86.44507800,222
3ND1,46.60553277,-98.77954723,466
TUPW,18.45026950,-64.43329450,3
FAVG,-29.77067000,31.05853200,6
KVJI,36.68710250,-82.03332650,636
KBCB,37.20763619,-80.40779919,650
SDFT,-22.41444445,-46.80888882,656
Y51,43.57924300,-90.89586875,394
SLVR,-17.64475550,-63.13536250,373
KVIS,36.31865300,-119.39287950,90
ESSV,57.65640500,18.34244850,50
LPVZ,40.72554000,-7.88902500,628
VEVZ,17.72116800,83.22448300,5
ESSI,58.09646225,14.38644410,94
SJOT,-6.87138889,-48.53527778,179
S98,46.21857650,-119.21001350,163
1ND6,45.96663694,-98.17815778,404
UMII,55.12649700,30.34964150,208
31TA,30.72935916,-97.42527945,177
LIRV,42.43630333,12.06216717,302
UERT,59.45673550,112.56365500,180
LEVT,42.88284700,-2.72446000,513
SBQV,-14.86275950,-40.86310450,914
3521,48.18333300,-1.30000000,114
LFQS,50.33827950,2.99165350,53
LFSK,48.70413100,4.68621100,125
LFXC,48.23333300,5.85000000,377
LFSZ,48.21720900,5.94613100,328
URKA,45.00189547,37.34760916,53
3F4,32.86133200,-94.01015550,79
SD81,43.93137666,-100.31513112,585
VIV,-9.30351070,150.31903460,22
1MI8,44.84667777,-83.63692501,239
LKVL,49.72762711,14.88117197,433
6NJ1,40.74037722,-74.95683667,140
UUWW,55.59606050,37.26766400,209
IS15,42.03252722,-88.90259445,259
LKVO,50.21667684,14.39554324,280
EK27,55.24797035,10.20131450,37
LOAD,48.16200000,15.58800000,323
LOAV,47.96323970,16.25846575,233
3OI6,40.96116638,-82.37072028,313
PA69,40.12870333,-76.96942028,180
FYVK,-26.96435000,17.51850000,870
IS41,41.46086444,-88.59201667,226
8H4,38.21671694,-89.97510639,129
LILH,44.95199750,9.01653200,129
EDNV,47.94598770,12.20466520,468
FMNV,-13.37583350,50.00277700,6
EKSP,55.22007350,9.26626150,43
KVOK,43.93923750,-90.25316250,278
EHVK,51.65491887,5.70662425,22
ND41,46.13471111,-100.11316973,579
OR07,44.76236100,-119.10180550,1165
SNVG,-20.03388980,-48.23389050,558
IL29,41.30003388,-87.65003917,218
2KS8,39.11667555,-98.40033889,497
OR42,45.29205805,-123.30205223,110
EHDV,52.66851810,5.92861890,0
BIVO,65.72063331,-14.85046219,2
FL14,30.77991305,-85.59798584,21
UWLW,54.40101400,48.80266400,77
AT28,-78.47143296,106.82949483,3463
SDVG,-20.45847950,-50.00320850,508
LFHN,46.12331000,5.80499500,495
WY29,41.61945281,-104.78509465,1692
9WN2,45.96666550,-92.14611350,311
LKVR,50.62430460,15.64633771,491
FAVR,-31.64096100,18.54478800,101
LYVR,45.14786567,21.30882417,84
FAVB,-26.98240700,24.72875600,1195
LKTV,49.43824653,14.62152580,492
FX6,50.40280200,-113.28330200,1048
FB88,-18.95365000,22.80000000,975
EFVU,68.08670000,27.12810000,260
LKVY,49.30043371,17.02536556,279
LKVM,49.92796473,16.18522278,301
2T6,28.88775416,-98.05028278,137
OK36,35.11972222,-95.70388889,221
7XS3,31.47656638,-95.63495306,103
XS07,28.95025833,-96.05996028,14
IL87,41.71114194,-89.11231278,283
9C9,45.85913111,-87.11680389,219
KDBN,32.56432450,-82.98557425,94
TA70,31.78361100,-95.89749900,77
09MN,44.77995722,-95.66363389,323
KBTL,42.30804167,-85.24999317,290
SD57,44.56664694,-100.75042278,644
63V,41.99326860,-99.45559114,712
44CA,33.67918916,-114.64357000,122
74OK,33.95010000,-97.15029084,251
63KY,38.05674722,-83.70908195,244
DGLW,10.08248000,-2.50780250,323
NWWC,-19.72054978,163.66109166,93
EE5,55.96180550,-113.81902500,555
KIWH,40.76252000,-85.79795825,243
MI80,43.12836277,-85.39919167,272
5AR3,34.35009666,-91.78346528,61
FYWL,-20.33430000,17.53115000,1386
CYWK,52.90742900,-66.85488500,551
1ND9,46.94415888,-100.93874556,501
FNWK,-11.42642600,15.10149000,1318
KACT,31.61170326,-97.23104117,157
EN21,61.49936600,9.79716350,960
HL72,29.13905550,16.16015300,277
MS35,32.98123638,-90.96538112,32
56LL,41.75502944,-88.77119334,247
6W0,39.40703055,-80.27675223,293
MS76,33.77289305,-89.24256917,91
A00,32.97710111,-81.53621973,45
CKS7,51.93332700,-103.83332800,530
KADC,46.45026950,-95.21095550,417
64Y,46.44162805,-95.11697139,411
HE38,28.97568875,31.69899800,333
OEWD,20.50427500,45.19955450,628
HE13,30.04954375,31.83973950,249
HL82,28.96434725,17.59073550,116
3G3,41.00353125,-81.75696750,297
WT55,-2.33063471,138.74888896,79
WI92,42.66112750,-88.36120528,276
6OR4,45.38317388,-122.80120834,46
YSWG,-35.16395150,147.46615700,221
WABG,-4.04252647,136.27629983,1711
